# t (s)	mx ()	my ()	mz ()	E_total (J)
1.33e-07	0.15900081634521485	0.36567684173583986	0	-1.6070879900000004e-19
1.34e-07	0.15267080307006836	0.3596698760986328	0	-1.6206293950000003e-19
1.35e-07	0.146446590423584	0.35355339050292967	0	-1.6339442250000003e-19
1.36e-07	0.14033009529113769	0.347329216003418	0	-1.6470287150000004e-19
1.37e-07	0.13432313919067382	0.3409992218017578	0	-1.6598790600000005e-19
1.3800000000000002e-07	0.1284276008605957	0.334565315246582	0	-1.6724907000000005e-19
1.3900000000000001e-07	0.12264519691467285	0.3280294799804688	0	-1.6848606800000005e-19
1.4e-07	0.11697778701782227	0.3213938140869141	0	-1.6969844000000004e-19
1.41e-07	0.11142701148986817	0.31466020584106447	0	-1.7088587600000003e-19
1.42e-07	0.1059946060180664	0.30783073425292967	0	-1.7204796800000004e-19
1.43e-07	0.10068220138549805	0.30090755462646485	0	-1.7318442050000003e-19
1.4400000000000002e-07	0.09549150466918946	0.2938926315307617	0	-1.7429483000000006e-19
1.4500000000000001e-07	0.09042396545410156	0.286788215637207	0	-1.7537889850000002e-19
1.46e-07	0.08548116683959961	0.27959648132324216	0	-1.7643625350000003e-19
1.47e-07	0.08066473007202149	0.27231952667236325	0	-1.7746658750000005e-19
1.48e-07	0.0759759521484375	0.2649596405029297	0	-1.7846962300000002e-19
1.49e-07	0.0714163589477539	0.2575190353393555	0	-1.7944500550000003e-19
1.5000000000000002e-07	0.06698729515075684	0.25	0	-1.8039250600000004e-19
1.5100000000000002e-07	0.0626901388168335	0.24240478515625	0	-1.8131173750000004e-19
1.52e-07	0.05852615833282471	0.23473581314086914	0	-1.8220250500000003e-19
1.53e-07	0.054496746063232425	0.2269952392578125	0	-1.8306447500000005e-19
1.54e-07	0.05060297012329101	0.21918556213378906	0	-1.8389746750000004e-19
1.55e-07	0.04684609413146973	0.21130912780761718	0	-1.8470112950000005e-19
1.5600000000000002e-07	0.04322721481323242	0.20336833953857422	0	-1.8547530100000003e-19
1.5700000000000002e-07	0.03974757432937622	0.19536556243896486	0	-1.8621963350000003e-19
1.58e-07	0.036408066749572754	0.18730327606201172	0	-1.8693404450000004e-19
1.59e-07	0.03320974111557007	0.17918399810791016	0	-1.8761823400000004e-19
1.6e-07	0.03015369176864624	0.17101009368896483	0	-1.8827199600000005e-19
1.61e-07	0.027240655422210693	0.16278409957885742	0	-1.8889517300000004e-19
1.6200000000000002e-07	0.02447173833847046	0.15450849533081054	0	-1.8948748250000005e-19
1.6300000000000002e-07	0.021847584247589112	0.14618585586547853	0	-1.9004884700000003e-19
1.64e-07	0.019369146823883056	0.1378186798095703	0	-1.9057904800000002e-19
1.65e-07	0.01703709363937378	0.1294095230102539	0	-1.9107793050000002e-19
1.66e-07	0.014852144718170167	0.12096095085144043	0	-1.9154530800000003e-19
1.67e-07	0.012814977169036866	0.11247552871704102	0	-1.9198110900000003e-19
1.6800000000000002e-07	0.01092618703842163	0.10395584106445313	0	-1.9238518000000005e-19
1.6900000000000002e-07	0.009186365604400636	0.09540451049804688	0	-1.9275736850000005e-19
1.7000000000000001e-07	0.007596075534820557	0.08682409286499024	0	-1.9309755550000004e-19
1.71e-07	0.006155827045440674	0.07821722984313965	0	-1.9340564000000004e-19
1.72e-07	0.004865906238555908	0.06958656311035157	0	-1.9368162800000005e-19
1.73e-07	0.003726937770843506	0.06093467235565186	0	-1.9392524650000003e-19
1.7400000000000002e-07	0.0027390503883361816	0.052264232635498044	0	-1.9413655100000003e-19
1.7500000000000002e-07	0.0019026398658752441	0.043577871322631835	0	-1.9431552350000005e-19
1.7600000000000001e-07	0.001217961311340332	0.03487823486328125	0	-1.9446198350000003e-19
1.77e-07	0.0006851935386657714	0.026167979240417482	0	-1.9457596000000004e-19
1.78e-07	0.0003045797348022461	0.017449748516082764	0	-1.9465735550000004e-19
1.79e-07	7.615327835083008e-05	0.008726203441619873	0	-1.9470623150000004e-19
1.8000000000000002e-07	0	6.12323420998628e-17	0	-1.9472252350000004e-19
1.8100000000000002e-07	7.615327835083008e-05	-0.008726203441619873	0	-1.9470623150000004e-19
1.8200000000000002e-07	0.0003045797348022461	-0.017449748516082764	0	-1.9465735500000005e-19
1.83e-07	0.0006851935386657714	-0.026167979240417482	0	-1.9457596000000004e-19
1.84e-07	0.001217961311340332	-0.03487823486328125	0	-1.9446198350000003e-19
1.85e-07	0.0019026398658752441	-0.043577871322631835	0	-1.9431552400000004e-19
1.8600000000000002e-07	0.0027390503883361816	-0.052264232635498044	0	-1.9413655050000004e-19
1.8700000000000002e-07	0.003726937770843506	-0.06093467235565186	0	-1.9392524650000003e-19
1.8800000000000002e-07	0.004865906238555908	-0.06958656311035157	0	-1.9368162800000005e-19
1.89e-07	0.006155827045440674	-0.07821722984313965	0	-1.9340564000000004e-19
1.9e-07	0.007596075534820557	-0.08682409286499024	0	-1.9309755550000004e-19
1.91e-07	0.009186365604400636	-0.09540451049804688	0	-1.9275736800000003e-19
1.9200000000000003e-07	0.01092618703842163	-0.10395584106445313	0	-1.9238517950000004e-19
1.9300000000000002e-07	0.012814977169036866	-0.11247552871704102	0	-1.9198110900000003e-19
1.9400000000000002e-07	0.014852144718170167	-0.12096095085144043	0	-1.9154530800000003e-19
1.95e-07	0.01703709363937378	-0.1294095230102539	0	-1.9107793000000003e-19
1.96e-07	0.019369146823883056	-0.1378186798095703	0	-1.9057904750000003e-19
1.97e-07	0.021847584247589112	-0.14618585586547853	0	-1.9004884700000003e-19
1.98e-07	0.02447173833847046	-0.15450849533081054	0	-1.8948748200000006e-19
1.9900000000000002e-07	0.027240655422210693	-0.16278409957885742	0	-1.8889517300000004e-19
2.0000000000000002e-07	0.03015369176864624	-0.17101009368896483	0	-1.8827199600000005e-19
2.01e-07	0.03320974111557007	-0.17918399810791016	0	-1.8761823450000005e-19
2.02e-07	0.036408066749572754	-0.18730327606201172	0	-1.8693404450000004e-19
2.03e-07	0.03974757432937622	-0.19536556243896486	0	-1.8621963350000003e-19
2.04e-07	0.04322721481323242	-0.20336833953857422	0	-1.8547530100000003e-19
2.0500000000000002e-07	0.04684609413146973	-0.21130912780761718	0	-1.8470112950000005e-19
2.0600000000000002e-07	0.05060297012329101	-0.21918556213378906	0	-1.8389746700000005e-19
2.0700000000000001e-07	0.054496746063232425	-0.2269952392578125	0	-1.8306447500000005e-19
2.08e-07	0.05852615833282471	-0.23473581314086914	0	-1.8220250500000003e-19
2.09e-07	0.0626901388168335	-0.24240478515625	0	-1.8131173750000004e-19
2.1e-07	0.06698729515075684	-0.25	0	-1.8039250500000004e-19
2.1100000000000002e-07	0.0714163589477539	-0.2575190353393555	0	-1.7944500550000003e-19
2.1200000000000002e-07	0.0759759521484375	-0.2649596405029297	0	-1.7846962300000002e-19
2.1300000000000001e-07	0.08066473007202149	-0.27231952667236325	0	-1.7746658750000005e-19
2.14e-07	0.08548116683959961	-0.27959648132324216	0	-1.7643625350000003e-19
2.15e-07	0.09042396545410156	-0.286788215637207	0	-1.7537889800000003e-19
2.16e-07	0.09549150466918946	-0.2938926315307617	0	-1.7429482900000005e-19
2.1700000000000002e-07	0.10068220138549805	-0.30090755462646485	0	-1.7318442050000003e-19
2.1800000000000002e-07	0.1059946060180664	-0.30783073425292967	0	-1.7204796750000005e-19
2.1900000000000002e-07	0.11142701148986817	-0.31466020584106447	0	-1.7088587600000003e-19
2.2e-07	0.11697778701782227	-0.3213938140869141	0	-1.6969843900000003e-19
2.21e-07	0.12264519691467285	-0.3280294799804688	0	-1.6848606800000005e-19
2.22e-07	0.1284276008605957	-0.334565315246582	0	-1.6724907000000005e-19
2.2300000000000002e-07	0.13432313919067382	-0.3409992218017578	0	-1.6598790650000003e-19
2.2400000000000002e-07	0.14033009529113769	-0.347329216003418	0	-1.6470287150000004e-19
2.2500000000000002e-07	0.146446590423584	-0.35355339050292967	0	-1.6339442200000004e-19
2.26e-07	0.15267080307006836	-0.3596698760986328	0	-1.6206293900000002e-19
2.27e-07	0.15900081634521485	-0.36567684173583986	0	-1.6070879900000004e-19
2.28e-07	0.16543468475341797	-0.3715724182128906	0	-1.5933244450000004e-19
2.2900000000000003e-07	0.1719704818725586	-0.37735477447509763	0	-1.5793430200000003e-19
2.3000000000000002e-07	0.17860618591308594	-0.38302223205566405	0	-1.5651478600000003e-19
2.3100000000000002e-07	0.18533981323242188	-0.388572998046875	0	-1.5507432200000001e-19
2.32e-07	0.1921692657470703	-0.39400535583496094	0	-1.5361334100000003e-19
2.33e-07	0.19909248352050782	-0.39931774139404297	0	-1.5213231800000004e-19
2.34e-07	0.20610736846923827	-0.40450851440429686	0	-1.5063168200000005e-19
2.3500000000000003e-07	0.21321178436279298	-0.4095760345458984	0	-1.4911191200000004e-19
2.3600000000000002e-07	0.2204035186767578	-0.41451881408691404	0	-1.4757342150000005e-19
2.3700000000000002e-07	0.2276804542541504	-0.41933528900146483	0	-1.4601674000000003e-19
2.3800000000000001e-07	0.2350403594970703	-0.4240240478515625	0	-1.4444229300000005e-19
2.39e-07	0.24248098373413085	-0.42858367919921875	0	-1.4285058000000003e-19
2.4000000000000003e-07	0.25	-0.4330126953125	0	-1.4124209400000003e-19
2.41e-07	0.25759517669677734	-0.43730987548828126	0	-1.3961731500000003e-19
2.42e-07	0.26526418685913083	-0.4414738464355469	0	-1.3797677200000004e-19
2.43e-07	0.2730047607421875	-0.4455032730102539	0	-1.3632088400000002e-19
2.44e-07	0.2808143997192383	-0.44939701080322264	0	-1.3465022400000003e-19
2.4500000000000004e-07	0.2886908721923828	-0.45315391540527344	0	-1.3296527300000003e-19
2.46e-07	0.29663169860839844	-0.4567727279663086	0	-1.3126656400000002e-19
2.4700000000000003e-07	0.3046344566345215	-0.46025245666503906	0	-1.2955460800000001e-19
2.48e-07	0.3126966857910156	-0.4635919189453125	0	-1.2782992000000003e-19
2.49e-07	0.3208160400390625	-0.4667902755737305	0	-1.2609301200000003e-19
2.5000000000000004e-07	0.32898990631103514	-0.4698463439941406	0	-1.2434442500000003e-19
2.51e-07	0.33721588134765623	-0.4727592849731445	0	-1.2258471400000004e-19
2.5200000000000003e-07	0.34549148559570314	-0.47552825927734377	0	-1.2081439800000003e-19
2.53e-07	0.35381412506103516	-0.4781524276733398	0	-1.1903400400000003e-19
2.54e-07	0.3621813201904297	-0.4806308364868164	0	-1.1724408000000002e-19
2.55e-07	0.37059043884277343	-0.48296295166015624	0	-1.1544518600000003e-19
2.56e-07	0.3790390396118164	-0.48514785766601565	0	-1.1363784000000002e-19
2.5700000000000004e-07	0.3875244903564453	-0.48718505859375	0	-1.1182261200000002e-19
2.58e-07	0.3960441589355469	-0.4890738296508789	0	-1.1000008400000002e-19
2.5900000000000003e-07	0.4045954895019531	-0.4908136749267578	0	-1.0817076100000002e-19
2.6e-07	0.41317588806152344	-0.4924039077758789	0	-1.0633523400000004e-19
2.61e-07	0.4217827606201172	-0.49384418487548826	0	-1.0449403000000003e-19
2.62e-07	0.43041339874267576	-0.49513404846191406	0	-1.0264774600000004e-19
2.63e-07	0.43906532287597655	-0.4962731170654297	0	-1.0079692200000003e-19
2.6400000000000003e-07	0.4477357864379883	-0.4972609710693359	0	-9.894211200000003e-20
2.65e-07	0.456422119140625	-0.4980973434448242	0	-9.708392600000001e-20
2.66e-07	0.46512176513671877	-0.49878204345703125	0	-9.522287600000001e-20
2.67e-07	0.47383201599121094	-0.4993147277832031	0	-9.335955900000002e-20
2.68e-07	0.48255027770996095	-0.4996954345703125	0	-9.149454600000002e-20
2.6900000000000004e-07	0.4912738037109375	-0.4999238586425781	0	-8.962837800000001e-20
2.7e-07	0.5	-0.5	0	-8.776166300000002e-20
2.7100000000000003e-07	0.5087261581420899	-0.4999238586425781	0	-8.589493200000002e-20
2.72e-07	0.517449722290039	-0.4996954345703125	0	-8.402878000000002e-20
2.73e-07	0.5261680221557617	-0.4993147277832031	0	-8.216376000000002e-20
2.74e-07	0.5348782348632812	-0.49878204345703125	0	-8.030045100000002e-20
2.75e-07	0.5435778427124024	-0.4980973434448242	0	-7.843941700000002e-20
2.7600000000000004e-07	0.5522642135620117	-0.4972609710693359	0	-7.658120800000002e-20
2.77e-07	0.5609346771240235	-0.4962731170654297	0	-7.472642700000002e-20
2.7800000000000003e-07	0.5695865631103516	-0.49513404846191406	0	-7.287560100000002e-20
2.79e-07	0.5782172012329102	-0.49384418487548826	0	-7.102929600000002e-20
2.8e-07	0.5868241119384766	-0.4924039077758789	0	-6.918811400000002e-20
2.8100000000000004e-07	0.5954044723510742	-0.4908136749267578	0	-6.735258e-20
2.82e-07	0.6039558792114258	-0.4890738296508789	0	-6.552325200000001e-20
2.8300000000000003e-07	0.6124755477905274	-0.48718505859375	0	-6.370069900000001e-20
2.84e-07	0.6209609603881836	-0.48514785766601565	0	-6.188549600000001e-20
2.85e-07	0.6294095611572266	-0.48296295166015624	0	-6.007816300000001e-20
2.86e-07	0.6378186798095703	-0.4806308364868164	0	-5.827926300000001e-20
2.87e-07	0.6461859130859375	-0.4781524276733398	0	-5.648934400000002e-20
2.8800000000000004e-07	0.6545084381103515	-0.47552825927734377	0	-5.470894300000001e-20
2.89e-07	0.6627841186523438	-0.4727592849731445	0	-5.2938607000000014e-20
2.9000000000000003e-07	0.6710099792480468	-0.4698463439941406	0	-5.117889800000001e-20
2.91e-07	0.6791839599609375	-0.4667902755737305	0	-4.9430327000000014e-20
2.92e-07	0.6873033142089844	-0.4635919189453125	0	-4.769342100000001e-20
2.9300000000000004e-07	0.6953656005859375	-0.46025245666503906	0	-4.5968720000000017e-20
2.94e-07	0.7033683776855468	-0.4567727279663086	0	-4.4256764e-20
2.9500000000000003e-07	0.7113091278076172	-0.45315391540527344	0	-4.2558052000000013e-20
2.96e-07	0.7191856384277344	-0.44939701080322264	0	-4.0873109000000007e-20
2.97e-07	0.7269952392578125	-0.4455032730102539	0	-3.9202453000000016e-20
2.98e-07	0.7347357940673828	-0.4414738464355469	0	-3.754658400000001e-20
2.99e-07	0.74240478515625	-0.43730987548828126	0	-3.590601200000001e-20
3.0000000000000004e-07	0.75	-0.4330126953125	0	-3.4281232000000004e-20
3.01e-07	0.7575190734863281	-0.42858367919921875	0	-3.267275200000001e-20
3.0200000000000003e-07	0.7649596405029296	-0.4240240478515625	0	-3.1081048000000006e-20
3.03e-07	0.7723194885253907	-0.41933528900146483	0	-2.9506604e-20
3.04e-07	0.7795964813232422	-0.41451881408691404	0	-2.794992000000001e-20
3.0500000000000004e-07	0.7867881774902343	-0.4095760345458984	0	-2.6411440000000007e-20
3.06e-07	0.7938926696777344	-0.40450851440429686	0	-2.4891646000000004e-20
3.0700000000000004e-07	0.8009074401855468	-0.39931774139404297	0	-2.339101200000001e-20
3.08e-07	0.807830810546875	-0.39400535583496094	0	-2.1909980000000007e-20
3.0900000000000003e-07	0.8146601867675781	-0.388572998046875	0	-2.0449012000000004e-20
3.1e-07	0.821393814086914	-0.38302223205566405	0	-1.900855e-20
3.11e-07	0.8280294799804687	-0.37735477447509763	0	-1.7589030000000004e-20
3.1200000000000004e-07	0.8345652770996094	-0.3715724182128906	0	-1.6190876000000003e-20
3.13e-07	0.8409991455078125	-0.36567684173583986	0	-1.4814536000000003e-20
3.1400000000000003e-07	0.8473291015625	-0.3596698760986328	0	-1.346041e-20
3.15e-07	0.853553466796875	-0.35355339050292967	0	-1.2128916000000001e-20
3.16e-07	0.8596699523925782	-0.347329216003418	0	-1.0820465999999999e-20
3.1700000000000005e-07	0.8656768798828125	-0.3409992218017578	0	-9.535446000000002e-21
3.18e-07	0.8715723419189453	-0.334565315246582	0	-8.274254e-21
3.1900000000000004e-07	0.877354736328125	-0.3280294799804688	0	-7.037278000000002e-21
3.2e-07	0.8830221557617187	-0.3213938140869141	0	-5.824894000000002e-21
3.2100000000000003e-07	0.888572998046875	-0.31466020584106447	0	-4.637464000000001e-21
3.22e-07	0.8940054321289063	-0.30783073425292967	0	-3.475357999999999e-21
3.23e-07	0.8993177795410157	-0.30090755462646485	0	-2.338924000000001e-21
3.2400000000000004e-07	0.9045084381103515	-0.2938926315307617	0	-1.2285140000000014e-21
3.25e-07	0.9095761108398438	-0.286788215637207	0	-1.4445799999999896e-22
3.2600000000000003e-07	0.914518814086914	-0.27959648132324216	0	9.12908e-22
3.27e-07	0.9193351745605469	-0.27231952667236325	0	1.943259e-21
3.28e-07	0.9240240478515624	-0.2649596405029297	0	2.946288e-21
3.29e-07	0.9285836029052734	-0.2575190353393555	0	3.9216870000000005e-21
3.3e-07	0.9330126953125	-0.25	0	4.869154000000003e-21
3.3100000000000004e-07	0.9373098754882813	-0.24240478515625	0	5.788412000000003e-21
3.32e-07	0.9414738464355469	-0.23473581314086914	0	6.679168000000002e-21
3.3300000000000003e-07	0.9455032348632812	-0.2269952392578125	0	7.541158000000001e-21
3.34e-07	0.9493971252441407	-0.21918556213378906	0	8.374116000000003e-21
3.35e-07	0.9531539154052734	-0.21130912780761718	0	9.177795000000002e-21
