# t (s)	mx ()	my ()	mz ()	ext_dwpos (m)	ext_dwspeed (m/s)
1.420018572492542e-09	0.017391730099916458	-0.015379223972558975	-0.004396018572151661	1.3199999999999994e-07	600.0660335749976
1.4300216699237166e-09	0.010010438971221447	-0.018076470121741295	-0.004867682233452797	1.379999999999999e-07	300.1876080288916
1.4400210752637597e-09	0.010984143242239952	-0.0211765319108963	-0.005310559645295143	1.409999999999999e-07	300.0178408596303
1.45001391309315e-09	0.02047143690288067	-0.024467986077070236	-0.005619977600872517	1.409999999999999e-07	300.0178408596303
1.4600153993795726e-09	0.015080662444233894	-0.02756854146718979	-0.005689325276762247	1.4699999999999987e-07	300.08516243140895
1.4700240614087262e-09	0.010289723053574562	-0.03003615513443947	-0.0055153812281787395	1.5299999999999985e-07	599.4807280456663
1.4800305202644936e-09	0.013648128136992455	-0.03159458562731743	-0.0051736533641815186	1.5599999999999984e-07	299.80635939664745
1.490017888269198e-09	0.009276315569877625	-0.032162997871637344	-0.004772954620420933	1.619999999999998e-07	600.758878332483
1.5000332445714825e-09	0.012717228382825851	-0.03186741843819618	-0.004402648191899061	1.649999999999998e-07	299.54001729481234
1.5100192524116299e-09	0.00830578338354826	-0.03099869005382061	-0.00412966962903738	1.7099999999999977e-07	600.8407059203189
1.5200249153168343e-09	0.01964961364865303	-0.029861684888601303	-0.003964282106608152	1.7099999999999977e-07	600.8407059203189
1.5300386436484515e-09	0.01564560830593109	-0.02876792475581169	-0.0038962149992585182	1.7699999999999975e-07	299.7094131895574
1.5400366769071358e-09	0.019792068749666214	-0.027897512540221214	-0.003908408340066671	1.7999999999999973e-07	300.0590138459664
1.5500134363317759e-09	0.016457924619317055	-0.02734009549021721	-0.003972903825342655	1.859999999999997e-07	601.3976828168753
1.5600183363222861e-09	0.013401784002780914	-0.02709588222205639	-0.004086729139089584	1.9199999999999968e-07	599.70614455827
1.5700227333114012e-09	0.018219362944364548	-0.02714550495147705	-0.004246240947395563	1.9499999999999967e-07	299.8681483015965
1.5800277250696534e-09	0.01512361504137516	-0.027463028207421303	-0.004425286315381527	2.0099999999999964e-07	599.7006439361706
1.590023322755522e-09	0.01182645931839943	-0.027987446635961533	-0.004560296889394522	2.0699999999999962e-07	600.2642551813152
1.6000259199059162e-09	0.00835887249559164	-0.02864968590438366	-0.004580043256282806	2.129999999999996e-07	599.8442114369789
1.6100369666961282e-09	0.020410433411598206	-0.029424253851175308	-0.0044490196742117405	2.129999999999996e-07	599.8442114369789
1.6200318697214282e-09	0.008963213302195072	-0.030318938195705414	-0.004234734922647476	2.2199999999999955e-07	449.86616896447634
1.630025807371898e-09	0.020899586379528046	-0.03145727515220642	-0.004054307006299496	2.2199999999999955e-07	449.86616896447634
1.6400174759789702e-09	0.017129678279161453	-0.03301367908716202	-0.00403185561299324	2.2799999999999953e-07	300.2160616336439
1.6500132900103598e-09	0.013252070173621178	-0.03508404642343521	-0.004115668591111898	2.339999999999995e-07	600.251263294652
1.6600345408230322e-09	0.01714533567428589	-0.03759103640913963	-0.004120379686355591	2.3699999999999951e-07	299.3638275380111
1.670030132057055e-09	0.021065346896648407	-0.04024462774395943	-0.0038793182466179132	2.399999999999995e-07	300.13232131668826
1.6800399362219235e-09	0.01743020862340927	-0.04258192330598831	-0.003362745512276888	2.4599999999999953e-07	599.4123262728953
1.6900306846933158e-09	0.014196610078215599	-0.04407818987965584	-0.002719829324632883	2.5199999999999956e-07	600.5556057367035
1.7000231076331624e-09	0.01153242215514183	-0.04441538825631142	-0.0021373452618718147	2.579999999999996e-07	600.4549683414594
1.7100183267076463e-09	0.017300447449088097	-0.04365009814500809	-0.0017225041519850492	2.609999999999996e-07	300.1434963700294
1.7200264431153582e-09	0.015844833105802536	-0.04222125560045242	-0.0014734715223312378	2.669999999999996e-07	599.5134104731864
1.7300301264434183e-09	0.014826505444943905	-0.04080038145184517	-0.0013683552388101816	2.7299999999999965e-07	599.7790816878589
1.7400349425382539e-09	0.014100904576480389	-0.03999098017811775	-0.001418841420672834	2.789999999999997e-07	599.7111734114914
1.7500332062252089e-09	0.01350398175418377	-0.04009256511926651	-0.001649830606766045	2.849999999999997e-07	600.1041968745424
1.7600328403229884e-09	0.01290606427937746	-0.04099472612142563	-0.002030440140515566	2.9099999999999973e-07	600.0219549365675
1.7700321699055274e-09	0.012192225083708763	-0.04225187003612518	-0.0024468586780130863	2.9699999999999976e-07	600.0402277446019
1.7800179710152596e-09	0.011287825182080269	-0.04327737167477608	-0.0027635637670755386	3.029999999999998e-07	600.8531447869882
1.7900270226263223e-09	0.018067779019474983	-0.04357399418950081	-0.002923767315223813	3.059999999999998e-07	299.72869724082847
1.8000265289881589e-09	0.009106463752686977	-0.042963188141584396	-0.0030017164535820484	3.1499999999999984e-07	900.0444296279269
1.8100340577884405e-09	0.01571301743388176	-0.04157925397157669	-0.003128081327304244	3.1799999999999986e-07	299.7743059121231
1.8200358382205218e-09	0.022248249500989914	-0.03993566706776619	-0.0033936884719878435	3.2099999999999987e-07	299.94659654568335
1.8300400748852153e-09	0.0130609180778265	-0.03862690553069115	-0.003776275087147951	3.299999999999999e-07	899.6188616531316
1.8400418486267652e-09	0.01932992786169052	-0.03813209384679794	-0.004191652871668339	3.329999999999999e-07	299.94679719030876
1.8500197498692673e-09	0.0175818782299757	-0.03858428820967674	-0.004558396525681019	3.3899999999999995e-07	601.3288620699363
1.8600263704264852e-09	0.01575203612446785	-0.039715301245450974	-0.004845969844609499	3.45e-07	599.6030293835965
1.8700239367890456e-09	0.02170756459236145	-0.04094553366303444	-0.005050768610090017	3.48e-07	300.07302689528746
1.8800182713863363e-09	0.012140780687332153	-0.04169601574540138	-0.0052098738960921764	3.5700000000000003e-07	900.510175278682
1.890022064811505e-09	0.010548400692641735	-0.041645634919404984	-0.005413842387497425	3.6300000000000006e-07	599.7724807975881
1.9000151386018316e-09	0.01685500517487526	-0.04090437665581703	-0.005779619328677654	3.660000000000001e-07	300.2079303070951
1.910022553376306e-09	0.023155253380537033	-0.03990974649786949	-0.006371957715600729	3.690000000000001e-07	299.777721580205
1.920014478836625e-09	0.02142997644841671	-0.03923541307449341	-0.0071538155898451805	3.750000000000001e-07	600.484863886128
1.9300278324931433e-09	0.019392501562833786	-0.039387013763189316	-0.007991774939000607	3.8100000000000014e-07	599.1998491029304
1.9400098298410916e-09	0.009097261354327202	-0.04064822569489479	-0.00873049721121788	3.900000000000002e-07	901.6231608045724
1.9500195121277368e-09	0.014111938886344433	-0.04299746826291084	-0.009268558584153652	3.930000000000002e-07	299.70981236863025
1.9600171188889554e-09	0.011136550456285477	-0.04601342976093292	-0.009541372768580914	3.990000000000002e-07	600.1436287006621
1.9700316164596416e-09	0.008256635628640652	-0.04903145879507065	-0.009527279995381832	4.0500000000000025e-07	599.1314050105577
1.980037491220704e-09	0.021264739334583282	-0.05131876468658447	-0.009258504956960678	4.0500000000000025e-07	599.1314050105577
1.9900418460745508e-09	0.019023505970835686	-0.05242595449090004	-0.008825848810374737	4.110000000000003e-07	299.8466342200072
2.000040385277487e-09	0.009291340596973896	-0.052209947258234024	-0.008328055962920189	4.200000000000003e-07	900.1314909439155
