# t (s)	mx ()	my ()	mz ()
1.001946542333939e-11	0.9991380866644696	-0.022390320638273252	-0.0012707174859626713
2.004034165372196e-11	0.9959872792435639	-0.04259105237482795	-0.004644082142756536
3.006648653777539e-11	0.9914370553369262	-0.05724090500445875	-0.009759645604022383
4.00058284297854e-11	0.9896023658014113	-0.06400831993992807	-0.015758843339110724
5.00057927676595e-11	0.9922923047844293	-0.06194763562223751	-0.021995345652842935
6.004662048015185e-11	0.9963032081168579	-0.050442423477362164	-0.027899604873089283
7.002973717895675e-11	0.9981875739085763	-0.030165719630996287	-0.0326818603439899
8.005634607849001e-11	0.9979025412434088	-0.0029631039640743736	-0.03557047595457167
9.006360815113777e-11	0.9963116894288927	0.027964142356853627	-0.035924991957898764
1.0002706828171182e-10	0.9924334580490074	0.05880249818560503	-0.03346730461783208
1.1003319827107335e-10	0.9854022989202078	0.08572431237762679	-0.02841989219040788
1.200259932638194e-10	0.9812946934853831	0.10549519730560833	-0.02159233661206721
1.3004129578861606e-10	0.9848640385100031	0.11573836939506436	-0.013729850352549967
1.4003440029161858e-10	0.9895576117352279	0.11394578351572193	-0.005668382195030194
1.500307553808536e-10	0.9891207484394385	0.09967739587977861	0.001602093871710614
1.6002849862572606e-10	0.9898787657025434	0.07547838575490946	0.007264962563147912
1.7004643794018246e-10	0.994162358362089	0.043979109960513435	0.011154861071565311
1.8004480972069285e-10	0.9908691103345999	0.007628587576059194	0.01249810306369223
1.9001227939935063e-10	0.9799400310658344	-0.029251145961562693	0.010594808138333835
2.0002195944336007e-10	0.9750540380738213	-0.06405000710309883	0.005920357503015409
2.100413626110088e-10	0.9799616887019231	-0.09406780309180172	-0.0007630139959065554
2.2004622588876138e-10	0.9829776281162763	-0.11453813122164819	-0.008417161463507943
2.300253786454237e-10	0.9788754749534739	-0.12183101833901985	-0.015442088579125796
2.400398021937536e-10	0.9759934948336694	-0.11937015997269018	-0.02046642587439298
2.5000604455635177e-10	0.9771160570622673	-0.11473445087745231	-0.02493303407806321
2.60010029541061e-10	0.9731931473421991	-0.10650350793123838	-0.03237439148479301
2.7000792434671554e-10	0.9579791880718828	-0.08483264818972452	-0.04126462155476989
2.8004032201573397e-10	0.9527792350825838	-0.04884304775493612	-0.04695897066859395
2.9000479167932473e-10	0.9718764993748061	-0.0049747965176111415	-0.05001898261512775
3.0004420995445897e-10	0.9813159724914702	0.043934355894330125	-0.05375288970417184
3.100378048761851e-10	0.9630355645645937	0.09336489542542262	-0.059411685460850266
3.200293595177572e-10	0.9346872334444789	0.15001191927244883	-0.06794457636755098
3.300430398701679e-10	0.9069537974468828	0.23084100008602473	-0.07141038501824694
3.4004677918724775e-10	0.8723076377849721	0.3180526089727435	-0.05808924918730857
3.5006125899031554e-10	0.8332645993670518	0.3796881588162027	-0.031071035796891962
3.600260972644723e-10	0.8171702496171294	0.4146802727105304	-0.0034381455878170195
3.700146793891261e-10	0.8401190897371278	0.4280622307183429	0.022780311906308158
3.800479071608655e-10	0.8757885348412299	0.40285331025608717	0.05413275498610277
3.9005410604893155e-10	0.8817710403177342	0.31476574086078046	0.09144437046855614
4.0000441793491445e-10	0.8594037001541176	0.17137785880796372	0.1261880841503664
4.1005645658202496e-10	0.8386456889490927	-0.00913169188771591	0.1536277316640092
4.2004720790777257e-10	0.8182918274077233	-0.2260329859428311	0.16271488009848015
4.3001851697111446e-10	0.7647759600845223	-0.46772027784778225	0.14207874989095456
4.4001423191774053e-10	0.6560849930453241	-0.6737065847695022	0.10212674389406114
4.5003986625190596e-10	0.5137854261374651	-0.7840816223295983	0.057699908689588825
4.6005374114181126e-10	0.3989044265179125	-0.8154220391739687	0.010945040889768387
4.700408426431274e-10	0.338451906114299	-0.8164714500862671	-0.03539108342627438
4.800342855915229e-10	0.34899273817947424	-0.8055120804173774	-0.07506929496973383
4.900030623530301e-10	0.4282628667561647	-0.7747640680734337	-0.10445009330957758
5.0000541890533e-10	0.5391323950982863	-0.712538574824558	-0.1273243906480207
5.100088284733304e-10	0.6481477723228133	-0.6345904707612826	-0.145906737069634
5.20026671360364e-10	0.7522540601252327	-0.5413719915574596	-0.1671798554602687
5.300589571229669e-10	0.828931633355304	-0.3863130100903381	-0.1917564448884344
5.400086895609965e-10	0.8395785575469138	-0.16083424381227707	-0.20466026893028846
5.500103618150935e-10	0.7786971250775434	0.08846891606711868	-0.20785374795236894
5.600282402350811e-10	0.6584399959289702	0.29662516099347663	-0.20068652813251203
5.700175151871035e-10	0.5504139031724954	0.45819780903477825	-0.18094275311264152
5.800120260134289e-10	0.45799577206595066	0.6352690514500621	-0.14813956551752966
5.900137058070889e-10	0.3609017876182537	0.7993294311220533	-0.11664604016628217
6.000147231609566e-10	0.23941835162065755	0.8377017643552265	-0.09333931896881785
6.100473913165369e-10	0.10963245893530456	0.7456368950401288	-0.07817188385994203
6.20002348694618e-10	0.037023243773959706	0.644061521620076	-0.07187912896016692
6.300235741297606e-10	-0.032771851229608503	0.6006895306684243	-0.060959316660689364
6.400240090876865e-10	-0.15838367471623954	0.5783580089029544	-0.05803133772857136
6.500032404128288e-10	-0.30995980918259536	0.5772767173445255	-0.06959179199067297
6.600050704319844e-10	-0.46323366378140507	0.6205901720979373	-0.06815125155389752
6.700513881675911e-10	-0.6179329467470533	0.6333041889200139	-0.08032123385824577
6.800286037114102e-10	-0.7054220724934088	0.5262403843124807	-0.10182045115430657
6.900061717392095e-10	-0.7394868836509383	0.34138291881930444	-0.10685292662816959
7.000120316437173e-10	-0.7675472287918734	0.14927569216593323	-0.10157018618903148
7.100446746810296e-10	-0.7937690223712779	0.016365571885783383	-0.10106192274069964
7.200169283137784e-10	-0.8220199698549938	-0.08515620645754982	-0.09702560386941687
7.30018012521858e-10	-0.8631102606912996	-0.2092012921278885	-0.08026253674225535
7.400115945058979e-10	-0.8995413579065215	-0.29377508045130274	-0.05854025431365588
7.500072564246093e-10	-0.8855360613271557	-0.3255398658014113	-0.02899677286077078
7.600148718141795e-10	-0.8502674339426954	-0.32205450091113524	0.005598683511057208
7.700103878749494e-10	-0.8381518797010701	-0.28912130123924085	0.031866705447213525
7.800401592033868e-10	-0.8520507055239996	-0.25298973821824594	0.04323806005435309
7.900385089199843e-10	-0.9003490514258297	-0.21173182788025358	0.04340610551479141
8.00024874731051e-10	-0.9447313786736198	-0.16076588216549706	0.04387998462610742
8.100742899073546e-10	-0.9652709203677496	-0.11046122321419917	0.050961534675238444
8.200786534606484e-10	-0.9770853123061415	-0.06448319768787318	0.057977491809475805
8.300218380045682e-10	-0.9733111284506824	-0.017092967447512795	0.057651074885138806
8.40069386778731e-10	-0.965323247033964	0.02845308620935634	0.04525510726436492
