# t (s)	mx ()	my ()	mz ()
3.0108260700015676e-09	0.9641561508178711	0.13480304181575775	-0.012540045194327831
3.0209349014140207e-09	0.9552851915359497	0.16226711869239807	-0.024530630558729172
3.030988169175405e-09	0.9390305876731873	0.20537146925926208	-0.03554303199052811
3.0408853706458573e-09	0.9140671491622925	0.2603663504123688	-0.04520776867866516
3.0508103937999586e-09	0.8786711692810059	0.3245697617530823	-0.053526680916547775
3.060893992058585e-09	0.8312334418296814	0.3952995538711548	-0.06059018149971962
3.0709168508372646e-09	0.7722956538200378	0.4675348997116089	-0.06654021888971329
3.0808763953666635e-09	0.7019107341766357	0.5381379723548889	-0.07196983695030212
3.09084833850342e-09	0.6191378831863403	0.6048713326454163	-0.0776875913143158
3.1008369678149426e-09	0.5227242112159729	0.6647369265556335	-0.08459678292274475
3.110954310943762e-09	0.40943729877471924	0.7140945196151733	-0.09375200420618057
3.120857311715966e-09	0.28163766860961914	0.7454503774642944	-0.10543341934680939
3.130807112557027e-09	0.13666968047618866	0.7523453831672668	-0.11953254789113998
3.140809881773695e-09	-0.021824149414896965	0.7273921966552734	-0.1344604641199112
3.1508541604848784e-09	-0.18694233894348145	0.6670882105827332	-0.14814859628677368
3.160822562839416e-09	-0.34919649362564087	0.5731838345527649	-0.1590626984834671
3.1708516780815557e-09	-0.5021583437919617	0.447135329246521	-0.1664942353963852
3.1808402444744253e-09	-0.6344540119171143	0.29499682784080505	-0.16910934448242188
3.1908382594783946e-09	-0.7404218316078186	0.12323419749736786	-0.16533851623535156
3.200790512014832e-09	-0.815375566482544	-0.06014806032180786	-0.15348578989505768
3.210823245685346e-09	-0.851803719997406	-0.2447473257780075	-0.13106761872768402
3.2208123095492138e-09	-0.8395789861679077	-0.40074825286865234	-0.09643476456403732
3.2308128463036533e-09	-0.7864463329315186	-0.48737069964408875	-0.05314941331744194
3.2407985004759107e-09	-0.7267522811889648	-0.48597294092178345	-0.012519004754722118
3.250806872790845e-09	-0.6839854717254639	-0.41638195514678955	0.019493378698825836
3.260842460940466e-09	-0.6617226004600525	-0.3094334006309509	0.042337387800216675
3.2708739910093275e-09	-0.6557914018630981	-0.1976316124200821	0.05597745627164841
3.2808495513595182e-09	-0.6625920534133911	-0.10766968131065369	0.06263328343629837
3.2907943846357977e-09	-0.6858512759208679	-0.04691682383418083	0.06636632978916168
3.3008332025263203e-09	-0.7420230507850647	-0.009365341626107693	0.0696149691939354
3.3108192812906533e-09	-0.8285900950431824	0.024165764451026917	0.07323428243398666
3.320795024322893e-09	-0.9121798276901245	0.08735713362693787	0.07664860039949417
3.3308397283741826e-09	-0.9325021505355835	0.18445593118667603	0.07399934530258179
3.3408371989545775e-09	-0.8656283617019653	0.2602788805961609	0.06334882974624634
3.3508489471478576e-09	-0.7715619802474976	0.2901056408882141	0.04952109977602959
3.3608531104670874e-09	-0.7036466598510742	0.300504207611084	0.03571925684809685
3.370867933769522e-09	-0.6772974729537964	0.3159869909286499	0.02191963605582714
3.3807928716285317e-09	-0.6860472559928894	0.34623363614082336	0.006932334043085575
3.3908382548443015e-09	-0.7222583293914795	0.38559865951538086	-0.010361592285335064
3.4008213953784893e-09	-0.7778294682502747	0.4078723192214966	-0.029847826808691025
3.4108107767440855e-09	-0.8388137221336365	0.3866209387779236	-0.05045069754123688
3.420791081710471e-09	-0.8899091482162476	0.316531777381897	-0.06882874667644501
3.430832372083915e-09	-0.9170256853103638	0.20868723094463348	-0.08122760057449341
3.4407995763224015e-09	-0.9153029918670654	0.08482356369495392	-0.084552101790905
3.450805002546052e-09	-0.8942194581031799	-0.030814196914434433	-0.07714205980300903
3.4608679045805284e-09	-0.8698394298553467	-0.12606187164783478	-0.06076625734567642
3.4708257484883018e-09	-0.8535863757133484	-0.2004898339509964	-0.0382552333176136
3.4808263307345106e-09	-0.8555940985679626	-0.25107279419898987	-0.011397874914109707
3.490869815017917e-09	-0.8813443779945374	-0.26547887921333313	0.01861855760216713
3.500855942750633e-09	-0.9194623231887817	-0.22603976726531982	0.047773487865924835
3.510859750597124e-09	-0.9442421197891235	-0.13309073448181152	0.06973204016685486
3.520832235906608e-09	-0.9410325884819031	-0.012483482249081135	0.08144044131040573
3.530868398281018e-09	-0.9181371331214905	0.11399748921394348	0.08313190937042236
3.540868768086401e-09	-0.8843711018562317	0.23356549441814423	0.07571475207805634
3.5508030098305257e-09	-0.8506600260734558	0.33681005239486694	0.059921205043792725
3.5608126831376104e-09	-0.829436182975769	0.41511237621307373	0.03650819510221481
3.5708872310126963e-09	-0.829505443572998	0.4579337239265442	0.007771531119942665
3.580817587540197e-09	-0.8513248562812805	0.45642974972724915	-0.021825160831212997
3.5908774814097886e-09	-0.8851804733276367	0.40580984950065613	-0.04879708215594292
3.6008398214534045e-09	-0.9127436876296997	0.31046441197395325	-0.06838817894458771
3.610846474910751e-09	-0.9225226640701294	0.18736916780471802	-0.07685267925262451
3.6209119963750194e-09	-0.9152975082397461	0.06092396005988121	-0.07247396558523178
3.630817616816677e-09	-0.9013301134109497	-0.043503694236278534	-0.057173389941453934
3.640843054411641e-09	-0.89374840259552	-0.11516096442937851	-0.03399933502078056
3.6508105996437506e-09	-0.9014685750007629	-0.14794331789016724	-0.007293986156582832
3.660885382516716e-09	-0.9255250096321106	-0.1397804468870163	0.019717290997505188
3.6708946224068423e-09	-0.9545594453811646	-0.08862332999706268	0.042853496968746185
3.6808401039105786e-09	-0.9710841178894043	-0.002153863199055195	0.057681016623973846
3.6908834978198773e-09	-0.9663569927215576	0.10130990296602249	0.0615122988820076
3.700832405123005e-09	-0.945930004119873	0.19863177835941315	0.05492568388581276
3.7107948006988593e-09	-0.9222272634506226	0.2775537967681885	0.04061812534928322
3.720839417545953e-09	-0.9073672294616699	0.33030346035957336	0.020980587229132652
3.7308096878388165e-09	-0.907633364200592	0.34940090775489807	-0.001690745702944696
3.7408817026296375e-09	-0.9218835234642029	0.33012476563453674	-0.02540576457977295
3.7508161839843326e-09	-0.9421131610870361	0.27202415466308594	-0.046074915677309036
3.7608921626837634e-09	-0.960835874080658	0.1801135540008545	-0.06032241880893707
3.7709321090866115e-09	-0.9727458953857422	0.07125123590230942	-0.06461340934038162
